rain[mm]	 temperature[°C]	 irradiance[mümol/s/m2]	 day_length[h]	 PET[mm]	co2[ppm]
9.4	24	820.1	12	2.6	400
0.1	27.9	766.6	12	2.7	400
28.8	23.1	883.6	12	2.5	400
0	22.9	703	12	2.5	400
0	27.2	817	12	2.7	400
3.5	21.9	782.5	12	2.5	400
7.6	27.2	781.6	12	2.7	400
0	25.9	882.8	12	2.7	400
0	25	641.2	12	2.6	400
0	16.1	821.4	12	2.2	400
33.6	27.1	802.4	12	2.7	400
1.3	24.1	776.4	12	2.6	400
0	27.4	890.3	12	2.8	400
11.4	27.5	869.6	12	2.8	400
0	19.7	853.8	12	2.4	400
0.1	27.1	700.6	12	2.8	400
7.7	25.4	791.4	12	2.7	400
0	25.6	701.9	12	2.7	400
0	23.2	642.4	12	2.6	400
0	26.4	876.8	12	2.8	400
8.3	22.3	722.7	12	2.6	400
0.6	26.3	727.7	12	2.8	400
2.2	26.8	969.2	12	2.8	400
0	24.5	757	12	2.7	400
33.3	23.9	935.1	12	2.7	400
11.5	24.2	701.1	12	2.7	400
13.3	24.4	734.4	12	2.7	400
0	22.4	674.5	12	2.7	400
15.8	24.8	1052.4	12	2.8	400
3.3	19.5	836.5	12	2.5	400
0	23.7	835.5	12	2.8	400
1.3	20.4	914.8	12	2.6	400
0	24.3	734.4	12	2.8	400
8.5	22.4	863	12	2.7	400
1.7	25.2	889	12	2.9	400
4.2	21.7	934.7	12	2.7	400
0	27.1	736.2	12	3	400
34	22.6	1068	12	2.8	400
0	26.3	708.4	12	3	400
10.9	26.7	857.5	12	3	400
8	25.9	769.4	12	3	400
0	21.7	875.5	12	2.8	400
8.4	24.8	825.1	12	3	400
3.5	22.2	893.6	12	2.9	400
5.8	21.5	1006	12	2.8	400
0	22.8	641.4	12	2.9	400
6.8	24.7	965.7	12	3	400
0	20.4	918.9	12	2.8	400
4.9	23.7	724.7	12	3	400
4.9	21.6	890.5	12	2.9	400
0	20.7	918.6	12	2.9	400
4.6	24.6	697.8	12	3.1	400
0	26.8	804.2	12	3.3	400
14.5	22.1	1029.4	12	3	400
2.5	25.7	873.3	12	3.2	400
6.9	23.5	987.8	12	3.1	400
4	24.7	756.7	12	3.2	400
0	26.3	889.4	12	3.3	400
0.4	27	809.1	12	3.4	400
2	25.1	907.3	12	3.3	400
0	21.8	955.4	12	3.1	400
0	27.5	995	12	3.5	400
4.1	22.6	1025.1	12	3.2	400
0	25.1	956.3	12	3.4	400
0	22	949.1	12	3.2	400
7.3	26.4	864.4	12	3.5	400
1.2	22.8	1112.7	12	3.3	400
0	24.8	846.5	12	3.4	400
3.5	20.9	968	12	3.2	400
0.6	27.2	911.2	12	3.6	400
1.2	22.8	1073.6	12	3.4	400
14.9	19.7	921.2	12	3.2	400
0	25.6	1000.5	12	3.6	400
0	22.2	921.2	12	3.4	400
0	22.8	1088.5	12	3.4	400
6.2	25.3	914.5	12	3.6	400
0.4	22.6	1137.7	12	3.5	400
5.3	28.6	1095	12	3.8	400
3.9	24.7	1167.2	12	3.6	400
0	27.8	1001.2	12	3.8	400
28.4	19.7	905.3	12	3.3	400
0.8	26	1084.5	12	3.7	400
0	23.3	981.6	12	3.6	400
13.1	21.3	1142.8	12	3.5	400
10.6	25.4	857.1	12	3.8	400
0	25.5	1065.2	12	3.8	400
7.4	22.2	1059.6	12	3.6	400
0	27.6	916.4	12	4	400
5.6	22	989.3	12	3.6	400
0	22.1	969.1	12	3.6	400
18.8	25.3	861	12	3.9	400
0	24.3	1043.7	12	3.8	400
0.5	28.2	977.7	12	4.1	400
3.6	25.9	954.4	12	4	400
0	23.7	1034.7	12	3.8	400
3.5	26.3	1023.2	12	4	400
0.9	26.9	1296.1	12	4.1	400
0	25.9	1146.1	12	4	400
7.9	25.6	1033.7	12	4	400
0	25.1	1082.9	12	4	400
0.8	20.7	1127.3	12	3.7	400
0.5	26.4	1140.9	12	4.1	400
0	21.6	976	12	3.8	400
0	21.5	1171.6	12	3.8	400
0.3	26.5	1001.8	12	4.2	400
0	27	1142.3	12	4.2	400
16	23.7	957.5	12	4	400
0	23.8	1112.2	12	4	400
0	21.4	1360.6	12	3.9	400
0	26.1	1041.9	12	4.2	400
4.9	24.6	1107	12	4.1	400
0	23.3	988.2	12	4	400
0	27.6	807.4	12	4.3	400
53.1	27.1	1024	12	4.3	400
0	16.9	1303.9	12	3.6	400
23.7	23.5	986	12	4.1	400
0	22.9	1183.5	12	4.1	400
26.2	27.1	953.8	12	4.4	400
1	23.3	1225.8	12	4.1	400
22.3	25.3	1000.3	12	4.3	400
0	23	910.4	12	4.1	400
5.8	25.9	1336.1	12	4.3	400
0	24.1	1199.8	12	4.2	400
10.6	22.8	1138	12	4.1	400
19.8	27.7	1120.2	12	4.5	400
20.3	22	1093.6	12	4.1	400
8.5	22.5	1015.9	12	4.2	400
0.5	23.9	1091.1	12	4.3	400
0	22.4	1069.5	12	4.2	400
0	25.7	1278.5	12	4.4	400
0	24.4	1011	12	4.3	400
14.9	22.8	878.9	12	4.2	400
2.9	24.3	1159.8	12	4.3	400
0	27.4	1120.8	12	4.6	400
0	22.7	1210.1	12	4.2	400
9.3	20.4	1150.2	12	4.1	400
0	24	925.9	12	4.3	400
4.1	24.5	1195.4	12	4.4	400
0	22.9	1257.9	12	4.3	400
0	27.5	1145	12	4.6	400
0	27.6	1069.2	12	4.6	400
0.5	25	1163.4	12	4.4	400
0	22.3	1411.2	12	4.2	400
17.3	26	958.7	12	4.5	400
0.3	19.2	1065.9	12	4	400
10.4	20.4	872.6	12	4.1	400
0	27.9	1193.7	12	4.7	400
0	22.1	1030.3	12	4.3	400
0	26.6	1094.9	12	4.6	400
0	24.7	1132.8	12	4.5	400
0	22.2	1219.9	12	4.3	400
2.9	23.7	1375.5	12	4.4	400
12.2	25.5	1160.4	12	4.5	400
0	23.7	1294.3	12	4.4	400
1.3	21.4	1370.4	12	4.2	400
42.6	25.3	1043.3	12	4.5	400
0	22.8	1267.6	12	4.3	400
17.5	25.3	1310.8	12	4.5	400
0	26.2	1077.7	12	4.6	400
0	25.2	1027.8	12	4.5	400
31.2	27.8	1124.1	12	4.7	400
0	26.1	1211.5	12	4.6	400
17.1	23.9	1174	12	4.4	400
11.8	22.8	1481.5	12	4.4	400
0	24.6	1034.3	12	4.5	400
0	23.4	1400.9	12	4.4	400
0	24.1	1212.6	12	4.5	400
0	19	1166.6	12	4.1	400
0	23.1	1125.8	12	4.4	400
12.2	24.3	1283.9	12	4.5	400
18.6	25.3	1074.3	12	4.6	400
8	24.6	1221.2	12	4.5	400
0	24.6	1288.1	12	4.5	400
0.8	22.9	1237.2	12	4.4	400
2.9	27.3	1149.7	12	4.7	400
6	21.9	1155.7	12	4.3	400
0	20.6	991.8	12	4.2	400
9.3	29.6	1235.4	12	4.9	400
0	23.1	1321.7	12	4.4	400
0	26.6	1064.5	12	4.7	400
7.3	17.7	1265.3	12	4	400
0	25.6	1388.5	12	4.6	400
38.1	26.1	1025	12	4.6	400
0	27.8	1327.6	12	4.7	400
0	24.8	1281.8	12	4.5	400
0	20.3	1043.8	12	4.2	400
0	24.2	1341.7	12	4.5	400
0	27.2	1352.5	12	4.7	400
3.3	23	1173.5	12	4.4	400
0.5	24.3	1241	12	4.5	400
4.9	23.1	1110.1	12	4.4	400
0	25.8	1311.5	12	4.6	400
27.8	24.2	1013.8	12	4.5	400
0	24.7	1061	12	4.5	400
6	24.3	1174	12	4.5	400
0	18.2	1362.7	12	4	400
0	24.3	1115.6	12	4.5	400
8.1	19.2	1155	12	4.1	400
0	28.2	1211.8	12	4.8	400
14.8	29.2	1112.9	12	4.8	400
0	23.9	1373.5	12	4.5	400
24.8	21.9	1293.1	12	4.3	400
11.6	26.3	1112.9	12	4.6	400
0	17.8	990.3	12	4	400
14.9	19.8	1090.4	12	4.1	400
1.7	22.3	1381.9	12	4.3	400
33.8	25.6	1035.5	12	4.6	400
5.6	23	1108.4	12	4.4	400
0	22.6	1056.3	12	4.3	400
1.6	24.2	1285.6	12	4.5	400
0	21.6	1225.3	12	4.3	400
3.5	22.9	1211.8	12	4.4	400
82.5	24.8	992.3	12	4.5	400
13.2	25.1	1003.9	12	4.5	400
0	25.7	1249.5	12	4.6	400
0	21.1	1327.8	12	4.2	400
9.8	23.5	1151.9	12	4.4	400
7.1	23	962.6	12	4.3	400
0	21	1121.6	12	4.2	400
45.7	21.6	1119.2	12	4.2	400
0	26.2	1201.3	12	4.6	400
37.1	23.8	1129.1	12	4.4	400
0	25.2	1234.8	12	4.5	400
32.1	23.3	1230.4	12	4.3	400
24.7	21.1	1103.9	12	4.2	400
0	24.2	1080.2	12	4.4	400
0	23.4	1135.3	12	4.3	400
8.6	23.3	1238.1	12	4.3	400
2.6	23.4	1056.5	12	4.3	400
9.9	24.3	1454.9	12	4.4	400
0	21	1100.2	12	4.1	400
6.3	22.7	1232	12	4.2	400
7.7	21.8	1080.1	12	4.2	400
0.3	22.1	1230.8	12	4.2	400
6.3	21.3	1143.1	12	4.1	400
0	25.9	1058	12	4.4	400
0	22.8	1081.7	12	4.2	400
3.7	23.6	1020	12	4.2	400
0	26.8	1193.3	12	4.5	400
19	22.3	950.1	12	4.1	400
0	27.6	1254.8	12	4.5	400
16.7	23.2	1151.1	12	4.2	400
16.7	26.1	1041.5	12	4.4	400
0	23.1	1234.7	12	4.1	400
2.2	24.2	1114.2	12	4.2	400
2.5	25.9	1061.3	12	4.3	400
0	25.9	961.4	12	4.3	400
3.5	25	1154.8	12	4.2	400
80.3	26.5	1248.5	12	4.3	400
0	24.8	1164.1	12	4.2	400
0	23.7	969.4	12	4.1	400
4.5	25.2	1181.6	12	4.2	400
28.6	25.5	1234.6	12	4.2	400
7.9	26.3	1103.3	12	4.2	400
0	27.9	1109.2	12	4.3	400
1.4	25	1045.2	12	4.1	400
0	26	1047.8	12	4.2	400
0	22.2	931.6	12	3.9	400
12.8	23.8	961.6	12	4	400
60.2	23.9	1124.2	12	4	400
50.7	24.4	990.1	12	4	400
0	20.1	1145.9	12	3.7	400
0	23.9	1120.1	12	3.9	400
0.1	23.5	1071.7	12	3.9	400
58.4	21.7	977.7	12	3.8	400
0	22.7	795.6	12	3.8	400
34.9	27	956.9	12	4.1	400
0	20.9	861	12	3.7	400
3.3	24.2	1142.8	12	3.9	400
2	22	1096.8	12	3.7	400
0	23.9	845.9	12	3.8	400
11.9	22.3	927.6	12	3.7	400
0	24	1036.1	12	3.8	400
56.8	24.4	980.5	12	3.8	400
2	22.4	1015.8	12	3.7	400
0	22.5	844.5	12	3.6	400
38.6	21	1161.7	12	3.5	400
0	25.6	1194.8	12	3.8	400
48	24.4	990.2	12	3.7	400
28.1	25.6	1064.9	12	3.8	400
30.5	24.5	925.6	12	3.7	400
17.2	26	884.3	12	3.8	400
7.9	25.3	1002.3	12	3.7	400
12.1	24	789.9	12	3.6	400
10.5	27.9	978	12	3.8	400
0	22.4	1064.5	12	3.5	400
5.9	26.6	898	12	3.7	400
26.2	26.3	802.7	12	3.7	400
4.5	24.6	1188.8	12	3.5	400
0	30.8	769.7	12	3.9	400
0	23.1	904.5	12	3.4	400
5.2	20.4	647.4	12	3.2	400
0	22.9	1038	12	3.4	400
0	20.8	1067.4	12	3.2	400
17	25.1	870.3	12	3.5	400
0	22.1	810.2	12	3.3	400
71.1	23.7	960.7	12	3.3	400
0	28.5	889.1	12	3.6	400
0	22.2	919.2	12	3.2	400
11.3	24.1	967.2	12	3.3	400
0	21.9	888.8	12	3.2	400
35.6	29.6	869.5	12	3.5	400
0	24.2	808.8	12	3.2	400
10	25.5	941.3	12	3.3	400
13.8	26.1	901.8	12	3.3	400
22.9	28	911.2	12	3.4	400
0.8	27.2	951.9	12	3.3	400
0	26.1	837.3	12	3.3	400
11.1	22.3	886.9	12	3	400
22.4	24.4	744.4	12	3.1	400
16.6	23.8	918.4	12	3.1	400
0	25.3	980	12	3.1	400
0	22.3	877.5	12	3	400
23	24.2	919	12	3	400
8.4	21.3	927.6	12	2.9	400
0	27.5	924.3	12	3.2	400
1.5	22	906.3	12	2.9	400
4.4	26.6	769.2	12	3.1	400
9.5	21.5	843.7	12	2.8	400
0	20.2	924.2	12	2.7	400
3.1	22	959.7	12	2.8	400
0	26.4	908.3	12	3	400
6.7	26.3	696.9	12	3	400
0	22.3	847.3	12	2.8	400
0	21.2	750.8	12	2.7	400
0	24.3	753.9	12	2.9	400
21.4	25	813.2	12	2.9	400
5.4	18.8	691.2	12	2.6	400
3.3	23.3	864.7	12	2.8	400
0	30.4	886.5	12	3.1	400
0.5	19	763.1	12	2.5	400
0	26.2	713.7	12	2.9	400
0	23	878.2	12	2.7	400
0.4	22.7	892.1	12	2.7	400
0	23.2	781.6	12	2.7	400
0	20.3	841	12	2.5	400
10.5	24.6	873.5	12	2.7	400
0.2	24.6	692.4	12	2.7	400
0	24.1	897.5	12	2.7	400
0	22.2	991.4	12	2.6	400
0	26	664	12	2.8	400
1.8	24.9	845.4	12	2.7	400
0	24.2	717.4	12	2.7	400
8.9	29	763.7	12	2.9	400
0	27.2	820.9	12	2.8	400
2.3	24.3	890.9	12	2.6	400
0	26.1	807.6	12	2.7	400
15.6	26.5	814.6	12	2.7	400
0	24.3	846.2	12	2.6	400
31.8	20	918.2	12	2.4	400
0	26.9	953.9	12	2.7	400
0	23.6	854.4	12	2.6	400
20	22.9	822.8	12	2.5	400
11.5	23.5	806.9	12	2.6	400
13.7	24.1	836	12	2.6	400
0	22.6	762.9	12	2.5	400
1.2	29.1	833.1	12	2.8	400
1.8	21.2	800.8	12	2.4	400
0	28.3	774.1	12	2.7	400
6.9	25.5	894	12	2.6	400
6.9	25.2	827.7	12	2.6	400
0	23.6	846.1	12	2.5	400
21.3	22.3	713.3	12	2.5	400
3.9	25.1	798.5	12	2.6	400
5.5	25.4	846	12	2.6	400
18.7	23	637.3	12	2.5	400
30	20.9	886	12	2.4	400
18.8	25.7	853.4	12	2.6	400
6.6	19.7	972.2	12	2.4	400
0	26.3	628.3	12	2.7	400
10	25.1	710.6	12	2.6	400
0	25	897	12	2.6	400
0	25	762.2	12	2.6	400
3.1	27.2	845.8	12	2.7	400
4.2	21	684.8	12	2.4	400
0	25	712.4	12	2.6	400
14.7	25.1	697.9	12	2.6	400
0	26.6	753.4	12	2.7	400
1.1	23.1	757.8	12	2.6	400
0	23.5	868.4	12	2.6	400
7.7	23.3	823.1	12	2.6	400
13.3	24.2	976.4	12	2.6	400
0	26.4	812	12	2.7	400
0	27	906	12	2.8	400
9.4	20.4	960.3	12	2.5	400
9.3	19.7	686	12	2.5	400
0	21.3	975.4	12	2.5	400
4.2	28.6	886.2	12	2.9	400
18.9	25.3	749.7	12	2.7	400
0	21.2	938.5	12	2.6	400
28.7	23.4	860.8	12	2.7	400
5.1	25.7	995.7	12	2.8	400
0	22.7	773.4	12	2.7	400
0	22.5	878.9	12	2.7	400
5.5	25	866.4	12	2.8	400
0	23.1	869.4	12	2.7	400
32	26.9	717.7	12	2.9	400
10.4	23.4	645.6	12	2.8	400
0	24.6	875.8	12	2.8	400
0	25.3	808.8	12	2.9	400
9.4	25.6	766.2	12	2.9	400
0	23.6	807.8	12	2.8	400
0	25.7	931.5	12	2.9	400
2.4	25.4	651	12	2.9	400
0	29.1	923.8	12	3.1	400
3.8	26.6	850.7	12	3	400
17.8	23.8	821.7	12	2.9	400
0	23	823.9	12	2.9	400
0	23.3	869	12	2.9	400
0.7	24	769.9	12	3	400
5.7	24.4	962.8	12	3	400
0	20.9	817.3	12	2.8	400
0	23.7	741.3	12	3	400
0	25	857.8	12	3.1	400
23.9	27.2	861.6	12	3.2	400
0	25.8	804.4	12	3.2	400
9.6	24.2	1116.5	12	3.1	400
2	22.3	712.6	12	3	400
37	25.2	1133.9	12	3.2	400
3.2	26.3	858.1	12	3.3	400
29.6	21.8	1050	12	3	400
0.5	24.3	993.7	12	3.2	400
0	24.6	698.9	12	3.2	400
3.5	26.8	799.2	12	3.4	400
9.2	20.5	973.1	12	3	400
0	24.9	884.7	12	3.3	400
16.4	27.4	957.6	12	3.4	400
0	20.6	1020.4	12	3.1	400
8.9	22.8	744.4	12	3.2	400
0	21.6	932.2	12	3.2	400
9	25	916.8	12	3.4	400
16.6	26.4	874.2	12	3.5	400
0	26.1	766.2	12	3.5	400
14.9	23.9	869.5	12	3.4	400
22.6	23.5	819.4	12	3.4	400
11.2	23.4	880.9	12	3.4	400
0	24.1	955	12	3.5	400
8.8	23.4	937.7	12	3.4	400
3.6	23.4	945.8	12	3.5	400
9.5	23.1	910.2	12	3.4	400
4.5	24.3	1070.6	12	3.5	400
0	26.1	1044.1	12	3.7	400
8.9	18.4	742.3	12	3.2	400
5.4	23.7	917.1	12	3.6	400
0	21.1	862.7	12	3.4	400
26.3	24.9	898	12	3.7	400
0	27.2	1007.6	12	3.8	400
7.6	27.4	789.9	12	3.8	400
0	22.5	1063.6	12	3.6	400
2.8	22.1	1100.2	12	3.6	400
0	26.5	1185.3	12	3.9	400
0	25.2	1137.7	12	3.8	400
0.6	25.9	854	12	3.9	400
0	26.1	809.3	12	3.9	400
2.1	25	1039.2	12	3.8	400
0	24.1	1038.6	12	3.8	400
14.1	25.9	928.5	12	3.9	400
2.2	21.5	928.4	12	3.7	400
0.6	22.4	1049.6	12	3.7	400
1.7	27	1133.4	12	4	400
0	22.7	932.8	12	3.8	400
8.6	29.8	1006.9	12	4.2	400
5	24.6	1093.9	12	3.9	400
13.9	24.4	935.2	12	3.9	400
22.7	25.9	1098.4	12	4.1	400
6.1	22.6	1081.2	12	3.8	400
9.8	23.5	1127.7	12	3.9	400
0	23.8	1132.9	12	4	400
0.2	24.3	1116.1	12	4	400
0	20.1	983.5	12	3.7	400
1.8	19.9	911.7	12	3.7	400
0	23	932.4	12	4	400
0	25.9	1054.7	12	4.2	400
1.4	26.1	1055.7	12	4.2	400
60	21.6	1175.8	12	3.9	400
0	20.2	951	12	3.8	400
0	27.3	986.8	12	4.3	400
7.5	21.8	992.8	12	4	400
0	26.5	1128.5	12	4.3	400
13.4	27.1	1081.8	12	4.3	400
0.5	27.3	1157.9	12	4.4	400
25.3	23.8	891.1	12	4.1	400
11.2	25.3	1172.2	12	4.3	400
0	25.5	1200.3	12	4.3	400
0	23.6	1138.8	12	4.2	400
24.7	19.5	1207.6	12	3.9	400
0	19.9	1065.8	12	3.9	400
0	22.6	1222	12	4.1	400
29	24.9	1119	12	4.3	400
0	21.9	1105.9	12	4.1	400
4.9	17.3	1339.1	12	3.7	400
0	26	931.3	12	4.4	400
0.5	26.9	1063.5	12	4.5	400
0	21.9	1245.7	12	4.1	400
1.1	21.1	1060	12	4.1	400
2.8	24.1	1079.9	12	4.3	400
0	25.2	995.4	12	4.4	400
5.1	24.5	981	12	4.3	400
0	25.9	992.9	12	4.4	400
1.4	24.6	1140.8	12	4.4	400
13.3	20.6	1056.5	12	4.1	400
0	26.3	1187.4	12	4.5	400
0	20.4	1013.1	12	4.1	400
1.8	25.4	1205.8	12	4.4	400
12.6	23.5	1215.9	12	4.3	400
0	26.4	1070.1	12	4.5	400
5.3	22.5	1199.9	12	4.3	400
14	24.7	1119.5	12	4.4	400
0	21.2	1324.9	12	4.2	400
4.7	22.8	1133.2	12	4.3	400
0	25.1	1073.4	12	4.5	400
0	25.1	1005.6	12	4.5	400
2.5	22.3	1292.3	12	4.3	400
6.7	27.7	1135	12	4.7	400
0.5	24.1	1066	12	4.4	400
0	22.7	1331.9	12	4.3	400
1.8	26.7	1145.7	12	4.6	400
1.1	26	964.9	12	4.6	400
0	21.4	1290	12	4.2	400
0	24.7	1189.8	12	4.5	400
0	19.9	1330.6	12	4.1	400
12.2	26.3	1063.1	12	4.6	400
0	26.5	1472.5	12	4.6	400
4.6	22.4	1077.7	12	4.3	400
0	21.3	1105.3	12	4.2	400
7.3	21.9	1412.5	12	4.3	400
0	24.3	890.6	12	4.5	400
6.4	21	1186.2	12	4.2	400
0	21.8	977.2	12	4.3	400
3.1	20.3	1233.8	12	4.2	400
7.3	25.9	1179.9	12	4.6	400
0	25.9	1095.1	12	4.6	400
5.6	24.8	1219.4	12	4.5	400
8.2	23.1	1195.7	12	4.4	400
2	27.6	903.6	12	4.7	400
14.9	20.8	1385.3	12	4.2	400
0	24.3	1088.4	12	4.5	400
2.8	20.1	1327.2	12	4.2	400
19.2	23.5	985.6	12	4.4	400
10.6	25.5	1188.5	12	4.6	400
0	29	1277.3	12	4.8	400
7.2	23.5	954.2	12	4.4	400
4.5	25.7	1184.6	12	4.6	400
8.2	26.3	1357.4	12	4.6	400
0	24.1	1223.2	12	4.5	400
0	24.4	1155.3	12	4.5	400
0	23.1	1229.8	12	4.4	400
1	21.5	1174.5	12	4.3	400
0	21.4	1202.2	12	4.3	400
0	22.1	1347.8	12	4.3	400
9	24.9	1240.9	12	4.5	400
0	23.4	1165.8	12	4.4	400
9.6	23	1192.2	12	4.4	400
0	25.3	1264.7	12	4.6	400
0	24.1	1188.4	12	4.5	400
25	23.6	1243.8	12	4.4	400
1.5	24.9	1171.7	12	4.5	400
7.6	25.1	1253.4	12	4.6	400
6.5	22.4	1313.4	12	4.3	400
3.9	24.7	1367.4	12	4.5	400
0	22.9	1180.6	12	4.4	400
12.1	24.4	1139.3	12	4.5	400
4	26.3	1111	12	4.6	400
41.4	22.9	1243.2	12	4.4	400
0	22.9	1258.7	12	4.4	400
43.1	22.6	1240.3	12	4.4	400
9.8	25.1	1418.8	12	4.5	400
58.4	21.2	982.3	12	4.2	400
5.4	23.7	1268.5	12	4.4	400
70.7	21.5	1234.7	12	4.3	400
0	29.6	1140.9	12	4.8	400
72.7	25.2	1155.1	12	4.5	400
19.2	20.2	956.6	12	4.2	400
0	23.9	1174.6	12	4.4	400
16.6	26.1	1114.8	12	4.6	400
0	23.6	1071.5	12	4.4	400
13.7	23.4	1312.1	12	4.4	400
11.8	28.3	1304	12	4.7	400
45.4	24.8	1197.3	12	4.5	400
0	24.6	1212.8	12	4.5	400
0	24.2	1079.1	12	4.4	400
39.4	26.8	1292.1	12	4.6	400
0	23.4	1276.8	12	4.4	400
22.8	28.5	1161	12	4.7	400
66.9	20.1	1185.9	12	4.1	400
0	28.5	1238	12	4.7	400
0	22.1	1215.5	12	4.2	400
8.7	27.2	1307.3	12	4.6	400
0	21.4	1265.4	12	4.2	400
3.4	29.3	1021.9	12	4.7	400
44.3	22.6	1256.4	12	4.3	400
3.5	25.8	1036.8	12	4.5	400
0	26.3	1247.6	12	4.5	400
2.3	25.1	1062.3	12	4.4	400
0	24.6	1032.8	12	4.4	400
5.7	25.5	1001.7	12	4.4	400
0	22.2	950.4	12	4.2	400
4.3	24.9	1094.2	12	4.4	400
3.5	24.7	1247.3	12	4.4	400
0	26.8	1081.7	12	4.5	400
6.2	22	1053.9	12	4.1	400
0	23.6	1045.3	12	4.3	400
2	21.8	964.4	12	4.1	400
0	21.6	1145.7	12	4.1	400
14.7	23.2	1200.3	12	4.2	400
8.3	21.9	973.4	12	4.1	400
38	26.2	1110	12	4.4	400
0	26.8	1222.3	12	4.4	400
41.6	22.7	1211.4	12	4.1	400
12.8	25.2	893.6	12	4.3	400
0	29.4	1099.4	12	4.5	400
0	24.9	990.5	12	4.2	400
20.2	21.1	804	12	4	400
12.8	23.8	1169.1	12	4.1	400
18.5	24.2	1172	12	4.2	400
0	28.3	1180.2	12	4.4	400
30.4	27.8	1087.4	12	4.4	400
0	24.3	1117.5	12	4.1	400
0	30	982.4	12	4.5	400
15.1	24	1165.3	12	4.1	400
0	22.6	1052.1	12	4	400
16	25.2	1078.2	12	4.1	400
0	25.1	989.1	12	4.1	400
0	22.2	1145.1	12	3.9	400
0	27.5	1081.6	12	4.2	400
11.3	22.5	1014.2	12	3.9	400
0	21.2	1067.6	12	3.8	400
8.4	24.2	975.9	12	4	400
0	22.7	1009	12	3.9	400
20.3	27.9	904.1	12	4.2	400
4.2	24.3	911.6	12	3.9	400
16.1	23.6	987.2	12	3.9	400
0	24	940.6	12	3.9	400
49.2	22	1006.6	12	3.7	400
48.8	24.2	942.1	12	3.9	400
24.2	26.5	1060.6	12	4	400
0	23.9	979.2	12	3.8	400
25.1	24.6	1059.2	12	3.8	400
11	24.1	961.8	12	3.8	400
0	26.5	1018.1	12	3.9	400
14.2	24.6	1068.2	12	3.8	400
22	24.9	979.5	12	3.8	400
9.5	22.7	1067.2	12	3.6	400
0	25	883.8	12	3.7	400
0	26.5	948.1	12	3.8	400
0	25	805.2	12	3.7	400
0	25	1069.8	12	3.7	400
0	22.7	1127.7	12	3.5	400
30.1	22.8	931.4	12	3.5	400
3.1	24.6	839.6	12	3.6	400
18.7	19.7	866.3	12	3.3	400
0	30.6	876.2	12	3.9	400
0	24.1	1216.5	12	3.5	400
0	22.4	984.3	12	3.4	400
9.7	23	983.7	12	3.4	400
0	25.8	1027.6	12	3.6	400
49.9	21.8	1149.2	12	3.3	400
0	23.9	911	12	3.4	400
10.7	23.2	1012	12	3.4	400
0	24	851.7	12	3.4	400
49.5	24.7	989.5	12	3.4	400
35.2	24.4	1004.9	12	3.4	400
0	24	1073	12	3.3	400
3.5	21.2	954.9	12	3.1	400
0	25	840.9	12	3.3	400
0	23.7	726.2	12	3.3	400
9	20.2	970	12	3	400
29.6	21.3	845.2	12	3.1	400
7.5	27.3	899.4	12	3.4	400
0	20.5	817.9	12	3	400
22.3	22.1	1017.5	12	3.1	400
0	25.2	756.3	12	3.2	400
0	19.7	830.2	12	2.9	400
23.2	22.8	818.1	12	3.1	400
0	26.3	831.4	12	3.2	400
46.4	27.4	995	12	3.3	400
5.3	21.6	972.3	12	2.9	400
39.1	28.2	953.8	12	3.3	400
0.9	30.7	816.9	12	3.4	400
0.6	26.3	957.2	12	3.1	400
24.2	24.1	672.5	12	3	400
0.8	22.5	943.9	12	2.9	400
0	24.4	876.7	12	3	400
2.1	23.6	884.7	12	2.9	400
1.4	23.6	689.4	12	2.9	400
0	23.4	991	12	2.9	400
28.2	23.5	665	12	2.9	400
6.8	20.3	953.4	12	2.7	400
9	26	976.1	12	3	400
0	22.4	982.8	12	2.8	400
0	28.4	921.1	12	3.1	400
0	20.2	958.6	12	2.6	400
18.2	28.4	1034.3	12	3	400
0	24.3	731.7	12	2.8	400
16	21.6	934.4	12	2.7	400
4	24.4	827	12	2.8	400
0	25.3	787.6	12	2.8	400
33.4	22	833.3	12	2.7	400
5.4	24.1	803.9	12	2.7	400
33.4	25	1105.4	12	2.8	400
0	21.8	969.3	12	2.6	400
1.4	23.7	625.2	12	2.7	400
0	27.5	648	12	2.9	400
2.5	23.1	753.4	12	2.6	400
0	29.4	734	12	2.9	400
0	21.3	853.7	12	2.5	400
22.5	21.3	649.7	12	2.5	400
0	22.7	787.6	12	2.6	400
7.8	25.5	853.5	12	2.7	400
0	26.5	842.7	12	2.7	400
49.3	22.6	745.5	12	2.6	400
0	27.4	733.4	12	2.8	400
36.5	19.9	892.1	12	2.4	400
42.1	25.3	867.8	12	2.7	400
17.2	22.9	763.8	12	2.5	400
19.1	24.4	908.4	12	2.6	400
10.8	26	774.6	12	2.7	400
9.2	23.6	947.7	12	2.6	400
0	26.8	734.3	12	2.7	400
27.5	29.3	867.7	12	2.8	400
29.2	25.9	734.6	12	2.7	400
0	22.7	804.7	12	2.5	400
5.9	20.4	664.6	12	2.4	400
11.8	24.8	775.5	12	2.6	400
4.9	29	741	12	2.8	400
33.8	22.8	877.7	12	2.5	400
16.9	24.4	760.8	12	2.6	400
2.4	23.9	916.4	12	2.6	400
65.6	25	719.5	12	2.6	400
9.6	23.9	1044.4	12	2.6	400
9.7	26.7	855.7	12	2.7	400
0	23.5	948.8	12	2.5	400
25.9	23.9	860.9	12	2.6	400
0	22.8	754.4	12	2.5	400
